0,991,1016
1,998,460
2,1005,366
3,1010,309
4,949,376
5,925,266
6,978,179
7,998,147
8,1063,370
9,1066,256
10,1015,170
11,1000,147
12,952,554
13,926,720
14,867,872
15,842,913
16,1030,560
17,1080,719
18,1140,882
19,1167,925
20,1003,390
21,1003,109
22,1012,162
23,993,110
24,1016,0
