0,1044,1043
1,1049,469
2,1051,388
3,1061,326
4,987,397
5,968,309
6,1005,223
7,1027,185
8,1088,382
9,1096,274
10,1051,194
11,1036,163
12,1018,560
13,966,712
14,907,858
15,882,897
16,1069,549
17,1101,705
18,1139,850
19,1168,893
20,1051,408
21,1039,159
22,1032,161
23,1031,130
24,1043,0
