0,1043,1022
1,1038,464
2,1033,372
3,1041,323
4,983,381
5,970,272
6,1010,189
7,1027,159
8,1089,378
9,1096,259
10,1057,178
11,1035,153
12,1015,558
13,976,707
14,935,838
15,913,884
16,1071,557
17,1117,703
18,1167,843
19,1193,887
20,1035,395
21,1031,129
22,1016,150
23,1027,121
24,1022,0
